#Event  L(segment)  X(mm)  Z(mm)  T(us) 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
474 6 0.105000 1.400000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
475 6 0.110000 1.400000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
476 6 0.115000 1.400000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
477 6 0.120000 1.400000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
478 6 0.125000 1.400000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
479 6 0.130000 1.400000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
480 6 0.075000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
481 6 0.080000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
482 6 0.085000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
483 6 0.090000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
484 6 0.095000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
485 6 0.100000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
486 6 0.105000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
487 6 0.110000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
488 6 0.115000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
489 6 0.120000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
490 6 0.125000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
491 6 0.130000 1.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
492 6 0.075000 1.390000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
493 6 0.080000 1.390000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
494 6 0.085000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
495 6 0.090000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
496 6 0.095000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
497 6 0.100000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
498 6 0.105000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
499 6 0.110000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
500 6 0.115000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
501 6 0.120000 1.390000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
502 6 0.125000 1.390000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
503 6 0.130000 1.390000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
504 6 0.075000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
505 6 0.080000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
506 6 0.085000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
507 6 0.090000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
508 6 0.095000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
509 6 0.100000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
510 6 0.105000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
511 6 0.110000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
512 6 0.115000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
513 6 0.120000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
514 6 0.125000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
515 6 0.130000 1.385000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
516 6 0.075000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
517 6 0.080000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
518 6 0.085000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
519 6 0.090000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
520 6 0.095000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
521 6 0.100000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
522 6 0.105000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
523 6 0.110000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
524 6 0.115000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
525 6 0.120000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
526 6 0.125000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
527 6 0.130000 1.380000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
528 6 0.075000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
529 6 0.080000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
530 6 0.085000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
531 6 0.090000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
532 6 0.095000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
533 6 0.100000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
534 6 0.105000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
535 6 0.110000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
536 6 0.115000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
537 6 0.120000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
538 6 0.125000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
539 6 0.130000 1.375000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
540 6 0.075000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
541 6 0.080000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
542 6 0.085000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
543 6 0.090000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
544 6 0.095000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
545 6 0.100000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
546 6 0.105000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
547 6 0.110000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
548 6 0.115000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
549 6 0.120000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
550 6 0.125000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
551 6 0.130000 1.370000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
552 6 0.075000 1.365000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
553 6 0.080000 1.365000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
554 6 0.085000 1.365000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
555 6 0.090000 1.365000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
556 6 0.095000 1.365000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
557 6 0.100000 1.365000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
558 6 0.105000 1.365000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
559 6 0.110000 1.365000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
560 6 0.115000 1.365000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
561 6 0.120000 1.365000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
562 6 0.125000 1.365000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
563 6 0.130000 1.365000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
564 6 0.075000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
565 6 0.080000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
566 6 0.085000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
567 6 0.090000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
568 6 0.095000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
569 6 0.100000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
570 6 0.105000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
571 6 0.110000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
572 6 0.115000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
573 6 0.120000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
574 6 0.125000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
575 6 0.130000 1.360000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
576 6 0.075000 1.355000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
577 6 0.080000 1.355000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
578 6 0.085000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
579 6 0.090000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
580 6 0.095000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
581 6 0.100000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
582 6 0.105000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
583 6 0.110000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
584 6 0.115000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
585 6 0.120000 1.355000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
586 6 0.125000 1.355000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
587 6 0.130000 1.355000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
588 6 0.075000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
589 6 0.080000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
590 6 0.085000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
591 6 0.090000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
592 6 0.095000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
593 6 0.100000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
594 6 0.105000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
595 6 0.110000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
596 6 0.115000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
597 6 0.120000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
598 6 0.125000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
599 6 0.130000 1.350000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
600 6 0.075000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
601 6 0.080000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
602 6 0.085000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
603 6 0.090000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
604 6 0.095000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
605 6 0.100000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
606 6 0.105000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
607 6 0.110000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
608 6 0.115000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
609 6 0.120000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
610 6 0.125000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
611 6 0.130000 1.345000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
612 6 0.075000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
613 6 0.080000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
614 6 0.085000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
615 6 0.090000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
616 6 0.095000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
617 6 0.100000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
618 6 0.105000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
619 6 0.110000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
620 6 0.115000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
621 6 0.120000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
622 6 0.125000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
623 6 0.130000 1.340000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
624 6 0.075000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
625 6 0.080000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
626 6 0.085000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
627 6 0.090000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
628 6 0.095000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
629 6 0.100000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
630 6 0.105000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
631 6 0.110000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
632 6 0.115000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
633 6 0.120000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
634 6 0.125000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
635 6 0.130000 1.335000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
636 6 0.075000 1.330000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
637 6 0.080000 1.330000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
638 6 0.085000 1.330000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
639 6 0.090000 1.330000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
640 6 0.095000 1.330000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
641 6 0.100000 1.330000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
642 6 0.105000 1.330000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
643 6 0.110000 1.330000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
644 6 0.115000 1.330000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
645 6 0.120000 1.330000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
646 6 0.125000 1.330000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
647 6 0.130000 1.330000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
648 6 0.075000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
649 6 0.080000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
650 6 0.085000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
651 6 0.090000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
652 6 0.095000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
653 6 0.100000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
654 6 0.105000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
655 6 0.110000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
656 6 0.115000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
657 6 0.120000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
658 6 0.125000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
659 6 0.130000 1.325000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
660 6 0.075000 1.320000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
661 6 0.080000 1.320000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
662 6 0.085000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
663 6 0.090000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
664 6 0.095000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
665 6 0.100000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
666 6 0.105000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
667 6 0.110000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
668 6 0.115000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
669 6 0.120000 1.320000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
670 6 0.125000 1.320000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
671 6 0.130000 1.320000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
672 6 0.075000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
673 6 0.080000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
674 6 0.085000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
675 6 0.090000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
676 6 0.095000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
677 6 0.100000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
678 6 0.105000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
679 6 0.110000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
680 6 0.115000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
681 6 0.120000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
682 6 0.125000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
683 6 0.130000 1.315000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
684 6 0.075000 1.310000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
685 6 0.080000 1.310000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
686 6 0.085000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
687 6 0.090000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
688 6 0.095000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
689 6 0.100000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
690 6 0.105000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
691 6 0.110000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
692 6 0.115000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
693 6 0.120000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
694 6 0.125000 1.310000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
695 6 0.130000 1.310000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
696 6 0.075000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
697 6 0.080000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
698 6 0.085000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
699 6 0.090000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
700 6 0.095000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
701 6 0.100000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
702 6 0.105000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
703 6 0.110000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
704 6 0.115000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
705 6 0.120000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
706 6 0.125000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
707 6 0.130000 1.305000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
708 6 0.075000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
709 6 0.080000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
710 6 0.085000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
711 6 0.090000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
712 6 0.095000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
713 6 0.100000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
714 6 0.105000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
715 6 0.110000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
716 6 0.115000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
717 6 0.120000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
718 6 0.125000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
719 6 0.130000 1.300000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
720 6 0.075000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
721 6 0.080000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
722 6 0.085000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
723 6 0.090000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
724 6 0.095000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
725 6 0.100000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
726 6 0.105000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
727 6 0.110000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
728 6 0.115000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
729 6 0.120000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
730 6 0.125000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
731 6 0.130000 1.295000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
732 6 0.075000 1.290000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
733 6 0.080000 1.290000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
734 6 0.085000 1.290000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
735 6 0.090000 1.290000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
736 6 0.095000 1.290000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
737 6 0.100000 1.290000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
738 6 0.105000 1.290000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
739 6 0.110000 1.290000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
740 6 0.115000 1.290000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
741 6 0.120000 1.290000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
742 6 0.125000 1.290000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
743 6 0.130000 1.290000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
744 6 0.075000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
745 6 0.080000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
746 6 0.085000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
747 6 0.090000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
748 6 0.095000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
749 6 0.100000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
750 6 0.105000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
751 6 0.110000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
752 6 0.115000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
753 6 0.120000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
754 6 0.125000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
755 6 0.130000 1.285000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
756 6 0.075000 1.280000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
757 6 0.080000 1.280000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
758 6 0.085000 1.280000 0.035000 
