#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3154 6 0.125000 0.285000 0.057000 
3154 9 0.125000 0.285000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3155 0 0.130000 0.285000 0.057000 
3155 6 0.130000 0.285000 0.057000 
3155 9 0.130000 0.285000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3156 0 0.075000 0.280000 0.058000 
3156 6 0.075000 0.280000 0.058000 
3156 9 0.075000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3157 0 0.080000 0.280000 0.058000 
3157 6 0.080000 0.280000 0.058000 
3157 9 0.080000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3158 0 0.085000 0.280000 0.058000 
3158 3 0.085000 0.280000 0.126000 
3158 6 0.085000 0.280000 0.058000 
3158 9 0.085000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3159 0 0.090000 0.280000 0.058000 
3159 3 0.090000 0.280000 0.123000 
3159 6 0.090000 0.280000 0.058000 
3159 9 0.090000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3160 0 0.095000 0.280000 0.058000 
3160 3 0.095000 0.280000 0.122000 
3160 6 0.095000 0.280000 0.058000 
3160 9 0.095000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3161 0 0.100000 0.280000 0.058000 
3161 3 0.100000 0.280000 0.122000 
3161 6 0.100000 0.280000 0.058000 
3161 9 0.100000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3162 0 0.105000 0.280000 0.058000 
3162 3 0.105000 0.280000 0.122000 
3162 6 0.105000 0.280000 0.058000 
3162 9 0.105000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3163 0 0.110000 0.280000 0.058000 
3163 3 0.110000 0.280000 0.122000 
3163 6 0.110000 0.280000 0.058000 
3163 9 0.110000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3164 0 0.115000 0.280000 0.058000 
3164 3 0.115000 0.280000 0.123000 
3164 6 0.115000 0.280000 0.058000 
3164 9 0.115000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3165 0 0.120000 0.280000 0.058000 
3165 3 0.120000 0.280000 0.125000 
3165 6 0.120000 0.280000 0.058000 
3165 9 0.120000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3166 0 0.125000 0.280000 0.058000 
3166 6 0.125000 0.280000 0.058000 
3166 9 0.125000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3167 0 0.130000 0.280000 0.058000 
3167 6 0.130000 0.280000 0.058000 
3167 9 0.130000 0.280000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3168 0 0.075000 0.275000 0.058000 
3168 6 0.075000 0.275000 0.058000 
3168 9 0.075000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3169 0 0.080000 0.275000 0.058000 
3169 6 0.080000 0.275000 0.058000 
3169 9 0.080000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3170 0 0.085000 0.275000 0.059000 
3170 3 0.085000 0.275000 0.126000 
3170 6 0.085000 0.275000 0.059000 
3170 9 0.085000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3171 0 0.090000 0.275000 0.059000 
3171 3 0.090000 0.275000 0.123000 
3171 6 0.090000 0.275000 0.059000 
3171 9 0.090000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3172 0 0.095000 0.275000 0.059000 
3172 3 0.095000 0.275000 0.122000 
3172 6 0.095000 0.275000 0.059000 
3172 9 0.095000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3173 0 0.100000 0.275000 0.059000 
3173 3 0.100000 0.275000 0.121000 
3173 6 0.100000 0.275000 0.059000 
3173 9 0.100000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3174 0 0.105000 0.275000 0.059000 
3174 3 0.105000 0.275000 0.121000 
3174 6 0.105000 0.275000 0.059000 
3174 9 0.105000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3175 0 0.110000 0.275000 0.059000 
3175 3 0.110000 0.275000 0.122000 
3175 6 0.110000 0.275000 0.059000 
3175 9 0.110000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3176 0 0.115000 0.275000 0.059000 
3176 3 0.115000 0.275000 0.123000 
3176 6 0.115000 0.275000 0.059000 
3176 9 0.115000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3177 0 0.120000 0.275000 0.059000 
3177 3 0.120000 0.275000 0.126000 
3177 6 0.120000 0.275000 0.059000 
3177 9 0.120000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3178 0 0.125000 0.275000 0.058000 
3178 6 0.125000 0.275000 0.058000 
3178 9 0.125000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3179 0 0.130000 0.275000 0.058000 
3179 6 0.130000 0.275000 0.058000 
3179 9 0.130000 0.275000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3180 0 0.075000 0.270000 0.059000 
3180 6 0.075000 0.270000 0.059000 
3180 9 0.075000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3181 0 0.080000 0.270000 0.059000 
3181 6 0.080000 0.270000 0.059000 
3181 9 0.080000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3182 0 0.085000 0.270000 0.059000 
3182 3 0.085000 0.270000 0.126000 
3182 6 0.085000 0.270000 0.059000 
3182 9 0.085000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3183 0 0.090000 0.270000 0.059000 
3183 3 0.090000 0.270000 0.123000 
3183 6 0.090000 0.270000 0.059000 
3183 9 0.090000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3184 0 0.095000 0.270000 0.059000 
3184 3 0.095000 0.270000 0.122000 
3184 6 0.095000 0.270000 0.059000 
3184 9 0.095000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3185 0 0.100000 0.270000 0.059000 
3185 3 0.100000 0.270000 0.122000 
3185 6 0.100000 0.270000 0.059000 
3185 9 0.100000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3186 0 0.105000 0.270000 0.059000 
3186 3 0.105000 0.270000 0.122000 
3186 6 0.105000 0.270000 0.059000 
3186 9 0.105000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3187 0 0.110000 0.270000 0.059000 
3187 3 0.110000 0.270000 0.122000 
3187 6 0.110000 0.270000 0.059000 
3187 9 0.110000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3188 0 0.115000 0.270000 0.059000 
3188 3 0.115000 0.270000 0.123000 
3188 6 0.115000 0.270000 0.059000 
3188 9 0.115000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3189 0 0.120000 0.270000 0.059000 
3189 3 0.120000 0.270000 0.125000 
3189 6 0.120000 0.270000 0.059000 
3189 9 0.120000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3190 0 0.125000 0.270000 0.059000 
3190 6 0.125000 0.270000 0.059000 
3190 9 0.125000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3191 0 0.130000 0.270000 0.059000 
3191 6 0.130000 0.270000 0.059000 
3191 9 0.130000 0.270000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3192 0 0.075000 0.265000 0.059000 
3192 6 0.075000 0.265000 0.059000 
3192 9 0.075000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3193 0 0.080000 0.265000 0.059000 
3193 6 0.080000 0.265000 0.059000 
3193 9 0.080000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3194 0 0.085000 0.265000 0.060000 
3194 3 0.085000 0.265000 0.126000 
3194 6 0.085000 0.265000 0.060000 
3194 9 0.085000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3195 0 0.090000 0.265000 0.060000 
3195 3 0.090000 0.265000 0.124000 
3195 6 0.090000 0.265000 0.060000 
3195 9 0.090000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3196 0 0.095000 0.265000 0.060000 
3196 3 0.095000 0.265000 0.122000 
3196 6 0.095000 0.265000 0.060000 
3196 9 0.095000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3197 0 0.100000 0.265000 0.060000 
3197 3 0.100000 0.265000 0.121000 
3197 6 0.100000 0.265000 0.060000 
3197 9 0.100000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3198 0 0.105000 0.265000 0.060000 
3198 3 0.105000 0.265000 0.121000 
3198 6 0.105000 0.265000 0.060000 
3198 9 0.105000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3199 0 0.110000 0.265000 0.060000 
3199 3 0.110000 0.265000 0.122000 
3199 6 0.110000 0.265000 0.060000 
3199 9 0.110000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3200 0 0.115000 0.265000 0.060000 
3200 3 0.115000 0.265000 0.124000 
3200 6 0.115000 0.265000 0.060000 
3200 9 0.115000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3201 0 0.120000 0.265000 0.060000 
3201 3 0.120000 0.265000 0.126000 
3201 6 0.120000 0.265000 0.060000 
3201 9 0.120000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3202 0 0.125000 0.265000 0.059000 
3202 6 0.125000 0.265000 0.059000 
3202 9 0.125000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3203 0 0.130000 0.265000 0.059000 
3203 6 0.130000 0.265000 0.059000 
3203 9 0.130000 0.265000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3204 0 0.075000 0.260000 0.060000 
3204 6 0.075000 0.260000 0.060000 
3204 9 0.075000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3205 0 0.080000 0.260000 0.060000 
3205 6 0.080000 0.260000 0.060000 
3205 9 0.080000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3206 0 0.085000 0.260000 0.060000 
3206 3 0.085000 0.260000 0.127000 
3206 6 0.085000 0.260000 0.060000 
3206 9 0.085000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3207 0 0.090000 0.260000 0.060000 
3207 3 0.090000 0.260000 0.123000 
3207 6 0.090000 0.260000 0.060000 
3207 9 0.090000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3208 0 0.095000 0.260000 0.060000 
3208 3 0.095000 0.260000 0.122000 
3208 6 0.095000 0.260000 0.060000 
3208 9 0.095000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3209 0 0.100000 0.260000 0.060000 
3209 3 0.100000 0.260000 0.122000 
3209 6 0.100000 0.260000 0.060000 
3209 9 0.100000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3210 0 0.105000 0.260000 0.060000 
3210 3 0.105000 0.260000 0.122000 
3210 6 0.105000 0.260000 0.060000 
3210 9 0.105000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3211 0 0.110000 0.260000 0.060000 
3211 3 0.110000 0.260000 0.122000 
3211 6 0.110000 0.260000 0.060000 
3211 9 0.110000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3212 0 0.115000 0.260000 0.060000 
3212 3 0.115000 0.260000 0.123000 
3212 6 0.115000 0.260000 0.060000 
3212 9 0.115000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3213 0 0.120000 0.260000 0.060000 
3213 3 0.120000 0.260000 0.126000 
3213 6 0.120000 0.260000 0.060000 
3213 9 0.120000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3214 0 0.125000 0.260000 0.060000 
3214 6 0.125000 0.260000 0.060000 
3214 9 0.125000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3215 0 0.130000 0.260000 0.060000 
3215 6 0.130000 0.260000 0.060000 
3215 9 0.130000 0.260000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3216 0 0.075000 0.255000 0.061000 
3216 6 0.075000 0.255000 0.061000 
3216 9 0.075000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3217 0 0.080000 0.255000 0.060000 
3217 6 0.080000 0.255000 0.060000 
3217 9 0.080000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3218 0 0.085000 0.255000 0.061000 
3218 3 0.085000 0.255000 0.126000 
3218 6 0.085000 0.255000 0.061000 
3218 9 0.085000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3219 0 0.090000 0.255000 0.061000 
3219 3 0.090000 0.255000 0.124000 
3219 6 0.090000 0.255000 0.061000 
3219 9 0.090000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3220 0 0.095000 0.255000 0.061000 
3220 3 0.095000 0.255000 0.122000 
3220 6 0.095000 0.255000 0.061000 
3220 9 0.095000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3221 0 0.100000 0.255000 0.061000 
3221 3 0.100000 0.255000 0.121000 
3221 6 0.100000 0.255000 0.061000 
3221 9 0.100000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3222 0 0.105000 0.255000 0.061000 
3222 3 0.105000 0.255000 0.121000 
3222 6 0.105000 0.255000 0.061000 
3222 9 0.105000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3223 0 0.110000 0.255000 0.061000 
3223 3 0.110000 0.255000 0.121000 
3223 6 0.110000 0.255000 0.061000 
3223 9 0.110000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3224 0 0.115000 0.255000 0.061000 
3224 3 0.115000 0.255000 0.124000 
3224 6 0.115000 0.255000 0.061000 
3224 9 0.115000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3225 0 0.120000 0.255000 0.061000 
3225 3 0.120000 0.255000 0.126000 
3225 6 0.120000 0.255000 0.061000 
3225 9 0.120000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3226 0 0.125000 0.255000 0.061000 
3226 6 0.125000 0.255000 0.061000 
3226 9 0.125000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3227 0 0.130000 0.255000 0.060000 
3227 6 0.130000 0.255000 0.060000 
3227 9 0.130000 0.255000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3228 0 0.075000 0.250000 0.061000 
3228 6 0.075000 0.250000 0.061000 
3228 9 0.075000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3229 0 0.080000 0.250000 0.061000 
3229 6 0.080000 0.250000 0.061000 
3229 9 0.080000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3230 0 0.085000 0.250000 0.061000 
3230 3 0.085000 0.250000 0.126000 
3230 6 0.085000 0.250000 0.061000 
3230 9 0.085000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3231 0 0.090000 0.250000 0.061000 
3231 3 0.090000 0.250000 0.123000 
3231 6 0.090000 0.250000 0.061000 
3231 9 0.090000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3232 0 0.095000 0.250000 0.061000 
3232 3 0.095000 0.250000 0.122000 
3232 6 0.095000 0.250000 0.061000 
3232 9 0.095000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3233 0 0.100000 0.250000 0.061000 
3233 3 0.100000 0.250000 0.121000 
3233 6 0.100000 0.250000 0.061000 
3233 9 0.100000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3234 0 0.105000 0.250000 0.061000 
3234 3 0.105000 0.250000 0.121000 
3234 6 0.105000 0.250000 0.061000 
3234 9 0.105000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3235 0 0.110000 0.250000 0.061000 
3235 3 0.110000 0.250000 0.122000 
3235 6 0.110000 0.250000 0.061000 
3235 9 0.110000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3236 0 0.115000 0.250000 0.061000 
3236 3 0.115000 0.250000 0.123000 
3236 6 0.115000 0.250000 0.061000 
3236 9 0.115000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3237 0 0.120000 0.250000 0.061000 
3237 3 0.120000 0.250000 0.126000 
3237 6 0.120000 0.250000 0.061000 
3237 9 0.120000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3238 0 0.125000 0.250000 0.061000 
3238 6 0.125000 0.250000 0.061000 
3238 9 0.125000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3239 0 0.130000 0.250000 0.061000 
3239 6 0.130000 0.250000 0.061000 
3239 9 0.130000 0.250000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3240 0 0.075000 0.245000 0.062000 
3240 6 0.075000 0.245000 0.062000 
3240 9 0.075000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3241 0 0.080000 0.245000 0.062000 
3241 6 0.080000 0.245000 0.062000 
3241 9 0.080000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3242 0 0.085000 0.245000 0.062000 
3242 3 0.085000 0.245000 0.126000 
3242 6 0.085000 0.245000 0.062000 
3242 9 0.085000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3243 0 0.090000 0.245000 0.062000 
3243 3 0.090000 0.245000 0.123000 
3243 6 0.090000 0.245000 0.062000 
3243 9 0.090000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3244 0 0.095000 0.245000 0.062000 
3244 3 0.095000 0.245000 0.123000 
3244 6 0.095000 0.245000 0.062000 
3244 9 0.095000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3245 0 0.100000 0.245000 0.062000 
3245 3 0.100000 0.245000 0.121000 
3245 6 0.100000 0.245000 0.062000 
3245 9 0.100000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3246 0 0.105000 0.245000 0.062000 
3246 3 0.105000 0.245000 0.121000 
3246 6 0.105000 0.245000 0.062000 
3246 9 0.105000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3247 0 0.110000 0.245000 0.062000 
3247 3 0.110000 0.245000 0.122000 
3247 6 0.110000 0.245000 0.062000 
3247 9 0.110000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3248 0 0.115000 0.245000 0.062000 
3248 3 0.115000 0.245000 0.123000 
3248 6 0.115000 0.245000 0.062000 
3248 9 0.115000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3249 0 0.120000 0.245000 0.062000 
3249 3 0.120000 0.245000 0.126000 
3249 6 0.120000 0.245000 0.062000 
3249 9 0.120000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3250 0 0.125000 0.245000 0.062000 
3250 6 0.125000 0.245000 0.062000 
3250 9 0.125000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3251 0 0.130000 0.245000 0.062000 
3251 6 0.130000 0.245000 0.062000 
3251 9 0.130000 0.245000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3252 0 0.075000 0.240000 0.062000 
3252 6 0.075000 0.240000 0.062000 
3252 9 0.075000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3253 0 0.080000 0.240000 0.062000 
3253 6 0.080000 0.240000 0.062000 
3253 9 0.080000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3254 0 0.085000 0.240000 0.062000 
3254 3 0.085000 0.240000 0.126000 
3254 6 0.085000 0.240000 0.062000 
3254 9 0.085000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3255 0 0.090000 0.240000 0.062000 
3255 3 0.090000 0.240000 0.123000 
3255 6 0.090000 0.240000 0.062000 
3255 9 0.090000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3256 0 0.095000 0.240000 0.062000 
3256 3 0.095000 0.240000 0.122000 
3256 6 0.095000 0.240000 0.062000 
3256 9 0.095000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3257 0 0.100000 0.240000 0.062000 
3257 3 0.100000 0.240000 0.121000 
3257 6 0.100000 0.240000 0.062000 
3257 9 0.100000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3258 0 0.105000 0.240000 0.062000 
3258 3 0.105000 0.240000 0.121000 
3258 6 0.105000 0.240000 0.062000 
3258 9 0.105000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3259 0 0.110000 0.240000 0.062000 
3259 3 0.110000 0.240000 0.122000 
3259 6 0.110000 0.240000 0.062000 
3259 9 0.110000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3260 0 0.115000 0.240000 0.062000 
3260 3 0.115000 0.240000 0.123000 
3260 6 0.115000 0.240000 0.062000 
3260 9 0.115000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3261 0 0.120000 0.240000 0.062000 
3261 3 0.120000 0.240000 0.126000 
3261 6 0.120000 0.240000 0.062000 
3261 9 0.120000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3262 0 0.125000 0.240000 0.062000 
3262 6 0.125000 0.240000 0.062000 
3262 9 0.125000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3263 0 0.130000 0.240000 0.062000 
3263 6 0.130000 0.240000 0.062000 
3263 9 0.130000 0.240000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3264 0 0.075000 0.235000 0.063000 
3264 6 0.075000 0.235000 0.063000 
3264 9 0.075000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3265 0 0.080000 0.235000 0.063000 
3265 6 0.080000 0.235000 0.063000 
3265 9 0.080000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3266 0 0.085000 0.235000 0.063000 
3266 3 0.085000 0.235000 0.126000 
3266 6 0.085000 0.235000 0.063000 
3266 9 0.085000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3267 0 0.090000 0.235000 0.063000 
3267 3 0.090000 0.235000 0.123000 
3267 6 0.090000 0.235000 0.063000 
3267 9 0.090000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3268 0 0.095000 0.235000 0.063000 
3268 3 0.095000 0.235000 0.122000 
3268 6 0.095000 0.235000 0.063000 
3268 9 0.095000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3269 0 0.100000 0.235000 0.063000 
3269 3 0.100000 0.235000 0.122000 
3269 6 0.100000 0.235000 0.063000 
3269 9 0.100000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3270 0 0.105000 0.235000 0.063000 
3270 3 0.105000 0.235000 0.121000 
3270 6 0.105000 0.235000 0.063000 
3270 9 0.105000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3271 0 0.110000 0.235000 0.063000 
3271 3 0.110000 0.235000 0.122000 
3271 6 0.110000 0.235000 0.063000 
3271 9 0.110000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3272 0 0.115000 0.235000 0.063000 
3272 3 0.115000 0.235000 0.123000 
3272 6 0.115000 0.235000 0.063000 
3272 9 0.115000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3273 0 0.120000 0.235000 0.063000 
3273 3 0.120000 0.235000 0.126000 
3273 6 0.120000 0.235000 0.063000 
3273 9 0.120000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3274 0 0.125000 0.235000 0.063000 
3274 6 0.125000 0.235000 0.063000 
3274 9 0.125000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3275 0 0.130000 0.235000 0.063000 
3275 6 0.130000 0.235000 0.063000 
3275 9 0.130000 0.235000 0.003000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3276 0 0.075000 0.230000 0.063000 
3276 6 0.075000 0.230000 0.063000 
3276 9 0.075000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3277 0 0.080000 0.230000 0.063000 
3277 6 0.080000 0.230000 0.063000 
3277 9 0.080000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3278 0 0.085000 0.230000 0.064000 
3278 3 0.085000 0.230000 0.126000 
3278 6 0.085000 0.230000 0.064000 
3278 9 0.085000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3279 0 0.090000 0.230000 0.064000 
3279 3 0.090000 0.230000 0.123000 
3279 6 0.090000 0.230000 0.064000 
3279 9 0.090000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3280 0 0.095000 0.230000 0.064000 
3280 3 0.095000 0.230000 0.122000 
3280 6 0.095000 0.230000 0.064000 
3280 9 0.095000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3281 0 0.100000 0.230000 0.064000 
3281 3 0.100000 0.230000 0.121000 
3281 6 0.100000 0.230000 0.064000 
3281 9 0.100000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3282 0 0.105000 0.230000 0.064000 
3282 3 0.105000 0.230000 0.121000 
3282 6 0.105000 0.230000 0.064000 
3282 9 0.105000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3283 0 0.110000 0.230000 0.064000 
3283 3 0.110000 0.230000 0.122000 
3283 6 0.110000 0.230000 0.064000 
3283 9 0.110000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3284 0 0.115000 0.230000 0.064000 
3284 3 0.115000 0.230000 0.123000 
3284 6 0.115000 0.230000 0.064000 
3284 9 0.115000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3285 0 0.120000 0.230000 0.064000 
3285 3 0.120000 0.230000 0.126000 
3285 6 0.120000 0.230000 0.064000 
3285 9 0.120000 0.230000 0.004000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
